comments,date
jual kamera apa handphone ni,2020-02-14T09:22:30.000Z
Before ~ cellphone with camera <br /><b>today ~ camera with cellphone</b>,2020-02-14T09:21:56.000Z
I buy this phone.?  Who buy this .?,2020-02-14T09:21:25.000Z
This comercials was recorded with new Apple phone 🍎,2020-02-14T09:20:17.000Z
iPhone: uhhcheh heh I&#39;m just gonna walk away<br /><br />Android: where u going<br /><br />iPhone: Ur moms house<br /><br />Android: no my mom fight here<br /><br />Androids mom: Slaps,2020-02-14T09:09:51.000Z
"It will cost you only one kidney, sooo go on 👍",2020-02-14T09:09:22.000Z
Me when i was 7: I just want to play<br />Me today: I WANT THIS CAMERA&#39;SS,2020-02-14T09:07:53.000Z
Is the 100 time zoom optical or digital,2020-02-14T09:01:53.000Z
Watching this with my samsung washing machine 👍,2020-02-14T08:58:58.000Z
"Literally Samsung: <br /><br />&quot;Our camera brings 8K video resolution to photos &amp; we&#39;ve build a game-changing 5G phone around it.&quot;<br /><br />Yup, it&#39;s just a camera with phone build around it. Lol",2020-02-14T08:54:54.000Z
Another device from kidney segment..,2020-02-14T08:54:22.000Z
Indroducing iphone&#39;s dad.,2020-02-14T08:49:32.000Z
Galaxy S7: Rethink what your phone can do<br />Galaxy S8: Unbox your phone<br />Galaxy S9: The camera reimagined<br />Galaxy S10: The next generation Galaxy has arrived<br />Galaxy S20 Ultra: Introducing the unbeatable Galaxy<br />Galaxy S30 Hyper: Introducing the Quantum Galaxy,2020-02-14T08:47:57.000Z
&quot;Introducing Nokia 3310 where you can create your own ringtone and play games like Snake&quot;<br /><br />I miss those days :(,2020-02-14T08:47:27.000Z
this is a boomb,2020-02-14T08:44:07.000Z
Apple: THREE camera lenses. Beat that!<br /><br />Samsung: watch me,2020-02-14T08:39:21.000Z
Evolution of how many cameras the Samsung S series has (2020-3000)<br /><br />2020: 3 cameras<br /><br />2021: 5 cameras<br /><br />2022: 8 cameras<br /><br />2023: 12 cameras<br /><br />2024: 17 cameras<br /><br />2025: 22 cameras<br /><br />2026: 28 cameras<br /><br />2027: 39 cameras<br /><br />2028: 47 cameras<br /><br />2029: 55 cameras<br /><br />2030: 69 cameras (noice)<br /><br />2032: 88 cameras<br /><br />2047: 199 cameras<br /><br />2069: 420 cameras<br /><br />2088: 720 cameras<br /><br />2100: 1080 cameras<br /><br />2200: 3442 cameras<br /><br />2300: 4828 cameras<br /><br />2500: 12943 cameras<br /><br />3000: 9999999999999999999999999999999999999999999999999999999999999999999999999999999999999 cameras<br /><br />Took a while to put this comment i didn&#39;t even copy and pasted it so baii and hope you have a great day hahahaaa,2020-02-14T08:38:41.000Z
So now phones have as much RAM as my PC... Time to buy more RAM I guess :/,2020-02-14T08:36:50.000Z
Giatay unsa gyud diay ko kapobre aning keypad Ra ako cellphone tapos maki internet pag peso net. <br />Atay!,2020-02-14T08:35:00.000Z
1.5 tb of space!!!!!! U f**king kidding me man,2020-02-14T08:33:20.000Z
I thought this gonna be blackpink advertisement lol 😂,2020-02-14T08:32:03.000Z
her accent be likec MoBiLe,2020-02-14T08:30:09.000Z
2003: cameras on phones<br />2020: phones on binoculars,2020-02-14T08:28:00.000Z
"Aside from literally stealing the iPhone’s design in 2009, Samusng continiues to blatantly copy Apple in everything they do. They mockingly portrayed Apple and their fans as idiots, and then proceed to do everything Apple did a few years later. They mocked and mocked the removal of the headphone jack, they mocked the notch...Look how that turned out. Now they magically decided to do a square camera in the top left corner, who did they get that idea from... They even imitate the smallest things, like the new design of the kogic board and a copy of Apple’s T2 security chip in their newest phones. This is becoming really sad. The fact that Samsung made more money producing OLED panels for iPhone X than they made for selling their own phones. Some people innovate, others can just imitate",2020-02-14T08:27:18.000Z
My little brother:hey what comes after 10?<br />Me:oh its elev<br /><br /><br />Samsung director :20!,2020-02-14T08:25:25.000Z
This one is gonna change the history. ⚡🙌🏼🔥,2020-02-14T08:13:01.000Z
Samsung is winning.... wow!😵😵,2020-02-14T08:12:51.000Z
This made me want to sell my iphone pro max and go back to samsung.,2020-02-14T08:10:37.000Z
Bruh I don’t even take pictures 😂😂,2020-02-14T08:10:15.000Z
God 8k,2020-02-14T08:09:51.000Z
I don&#39;t get it. Mobile phones shouldn&#39;t be about camera. Buy a Canon Camera or a go pro for photography. Not a mobile phone.,2020-02-14T08:09:24.000Z
واالو,2020-02-14T08:08:43.000Z
Go Samsung down apple,2020-02-14T08:03:57.000Z
The new galaxy S20 ultra is my absolutly favorite smartphone!,2020-02-14T07:59:41.000Z
Wow Samsung Amazing Performance❤️❤️❤️,2020-02-14T07:58:24.000Z
"I&#39;ve had my S9 for over a year now and it&#39;s still going strong, I love everything about it. I&#39;ll stick with it for now, no reason to spend how ever much this new phone is, when my S9 is still perfect.",2020-02-14T07:55:56.000Z
Camera bump wew,2020-02-14T07:45:44.000Z
I was in the spider attack during this going on like<br />It was not<br /><br /><b>epic</b>,2020-02-14T07:37:12.000Z
The made fountain of apples headphone jack and then the deleted their headphone jack.<br />The made fun of the three cam on iPhone 11pro but they added 5,2020-02-14T07:29:30.000Z
AWM w/8x Scope❌<br />AWM w/S20 Ultra👍🏽,2020-02-14T07:21:40.000Z
Sooooo what happend to s11 s12 s13 s14 s15 s16 s17 s18 s19?,2020-02-14T07:18:59.000Z
Powerful to fight the iphone 11 pro max,2020-02-14T07:17:34.000Z
I think I’m gonna hold on to my Iphone 6s for a while..,2020-02-14T07:15:16.000Z
I would say that this Samsung s20 ultra OverPower 😂👌,2020-02-14T07:13:26.000Z
Basically were buying a new camera,2020-02-14T07:10:27.000Z
All the android phones are gangsters until new iPhone comes out.,2020-02-14T07:09:51.000Z
Samsung S20 Ultra-Like<br />Samsung S10+-Comment,2020-02-14T07:01:44.000Z
This is the ultimate spying gadget,2020-02-14T07:01:30.000Z
I wouldn’t buy it. It’s not an iPhone lol,2020-02-14T07:00:44.000Z
Woawee,2020-02-14T06:52:41.000Z
"I don’t care about the camera. If I cared, I’d get a professional camera. Plus the iPhone 11 camera is decent anyway. Having better performance is better than a camera you would probably never use.",2020-02-14T06:47:32.000Z
Why it skipped 9 numbers to S20?,2020-02-14T06:47:25.000Z
Samsung Is the future.,2020-02-14T06:45:48.000Z
"well, phones are turning into cameras now",2020-02-14T06:43:49.000Z
Very good👏❤,2020-02-14T06:43:22.000Z
Why Every Android phone copy   iPhone camera design 🤔🤔🤔<br />If you have answer please reply me,2020-02-14T06:42:10.000Z
Samsung: <b>GOD MODE ACTIVATED</b>,2020-02-14T06:41:02.000Z
Only HUAWEI ❤️,2020-02-14T06:38:37.000Z
Does there a snapdragon variant in the philippines and saudi arabia?,2020-02-14T06:36:30.000Z
5 g................. 🚶🏃‍♀🏃,2020-02-14T06:36:22.000Z
No ones gonna buy iPhones now<br />iPhone will take like another 3 years to pass those specs and now they r releasing the iphone 9/SE 2 hahahahahahha soo ironic apple,2020-02-14T06:36:07.000Z
But does it have a aux port 🧐,2020-02-14T06:24:53.000Z
We will much be happier if Samsung also provides a Snapdragon version of their Samsung S20&#39;s to all countries.,2020-02-14T06:22:12.000Z
"Galaxy S20 Ultra:8k,100X,120HZ.... etc<br />iPhone 12 pro max: hold my beer<br />Like:Samsung <br />Comments:Apple<br />Just for fun😎❤",2020-02-14T06:19:07.000Z
Samsung: This is the camera that changes photography Xiaomi Mi Note 10: am I a joke to you?,2020-02-14T06:16:01.000Z
always like how to pronounce GALAXY...,2020-02-14T06:13:25.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=1m53s"">1:53</a> Memes are gonna come flying out!",2020-02-14T06:12:47.000Z
The next banned phone after huawei&#39;s 64mp phone,2020-02-14T06:05:36.000Z
MKBHD is faster than you lol,2020-02-14T06:04:29.000Z
I don&#39;t know why I need the s20 because I&#39;m still using the n4 as my main phone even though I bought the n10 last month.,2020-02-14T06:03:20.000Z
I want this phone without the special cameras.,2020-02-14T06:02:34.000Z
Spends 1.4k on phone<br /><br /><br /><br /><br /><br /><b>only get 2 major updates</b>,2020-02-14T06:01:58.000Z
So even this phone will survive 3 years<br />Then get slow <br />Heat up <br />Hanging issues <br />Outdated <br />Got it!<br />I am buying this,2020-02-14T06:01:18.000Z
They keep saying they build a phone around the camera,2020-02-14T05:56:51.000Z
Watching on my iphone xs,2020-02-14T05:56:24.000Z
How much worth that phone?,2020-02-14T05:52:49.000Z
"Samsung give me phone pleaseeeeeeeeee, my phone is super duper potato :((((",2020-02-14T05:47:02.000Z
man just amazing 😮,2020-02-14T05:46:16.000Z
Oke... im happy with my s10,2020-02-14T05:29:21.000Z
"No, thanks!",2020-02-14T05:25:58.000Z
Authent🔥c,2020-02-14T05:24:06.000Z
Price,2020-02-14T05:20:06.000Z
Galaxy S20 Ultra= A Beast💥,2020-02-14T05:19:35.000Z
Where is the plusssu ultraaaa!!!,2020-02-14T05:10:50.000Z
I don&#39;t want Bixby 😑,2020-02-14T05:08:56.000Z
More of the same,2020-02-14T05:07:46.000Z
"Clever thumbnail, Sam.",2020-02-14T05:07:30.000Z
I hate Samsung <br />They are showoffs,2020-02-14T05:05:24.000Z
I want one I need one,2020-02-14T04:59:07.000Z
"I&#39;m impressed with the video, not the typical &quot;serious and professional&quot; style of presentation :)",2020-02-14T04:52:50.000Z
I am watching it on my note 9,2020-02-14T04:51:58.000Z
"Sweet cant wait to get my hands one, just let me go sell my arm and leg and it would be alright",2020-02-14T04:49:22.000Z
😮😮,2020-02-14T04:45:45.000Z
Phone scope,2020-02-14T04:41:01.000Z
This is why Samsung is better than Apple.<br /><br /><br /><br /><br /><br /><br />I said what I said.<br /><br /><br /><br /><br />And I dont regret it.,2020-02-14T04:34:58.000Z
How many kidneys do I have to sell?,2020-02-14T04:32:56.000Z
This is impressive but can phone companies stop making their cameras better not everyone is a freaking photographer. Work on other things,2020-02-14T04:32:00.000Z
I haven’t been this excited about a phone in a very long time tbh. And I’ve been a major fan of apple for a long time too.,2020-02-14T04:27:12.000Z
F no dollars my s20 :&#39;v,2020-02-14T04:26:59.000Z
woaa what a cool phone,2020-02-14T04:22:54.000Z
it means s20 ultra video isnt stable at all,2020-02-14T04:19:48.000Z
Muy lindo y todo pero más caro :&quot;v,2020-02-14T04:12:49.000Z
"Such modest and taciturn brand, they didn&#39;t even mentioned that it boasts 6.9in display and that too 120hz. Wow bravo Samsung 👌👏",2020-02-14T04:08:55.000Z
Oh oh how I get this I don&#39;t have even a wallet to pay the money for this phone,2020-02-14T04:04:52.000Z
"Apple: oh f*ck Samsung is beating us<br />Also Apple: Introducing the iPhone 12, 12s, and 12s Pro! It has 231 cameras taking up all the space on the back!",2020-02-14T04:04:50.000Z
2007: what??!! This phone has a camera?<br />2020: what!!?? This camera has a phone?,2020-02-14T04:00:23.000Z
"Daaaammm, finalmente un celular que de verdad ofrece algo nuevo.",2020-02-14T03:56:47.000Z
Where is the fingerprint,2020-02-14T03:56:01.000Z
All camera and battery...not bad,2020-02-14T03:54:09.000Z
Its awesome but ugly,2020-02-14T03:53:18.000Z
Legendary,2020-02-14T03:51:17.000Z
That camera setup looks like domino,2020-02-14T03:50:32.000Z
"Go beyond, plus Ultra..",2020-02-14T03:44:20.000Z
The end of the video made me think my phone turned off😂,2020-02-14T03:44:09.000Z
now with four cameras because three just wasn’t enough,2020-02-14T03:41:42.000Z
If you watch on samsumg it looks clear but if u watch on iphone it doesn’t look that good.... (sarcasm),2020-02-14T03:40:00.000Z
I wonder what will happen to the performance of phone if 1.5 TB of the space is completely filled up.,2020-02-14T03:39:18.000Z
Typing this from S6,2020-02-14T03:38:39.000Z
So this is just about camera ? 🤣,2020-02-14T03:37:57.000Z
It’s a camera. Not merely a phone. Lol.,2020-02-14T03:37:42.000Z
How much pixels do you want?<br />SAMSUNG: yes,2020-02-14T03:29:39.000Z
The phone of the future: basically a camera.,2020-02-14T03:27:06.000Z
R.I.P consoles,2020-02-14T03:26:11.000Z
Me : dad<br />Dad: not this one it’s too expensive<br />Me: no it’s 2020€<br />Dad: still expensive<br />Me : should I increase it to ultra <br />Dad : yes,2020-02-14T03:24:36.000Z
No!!!! THIS IS ALIEN TECHNOLOGY !!!!!!,2020-02-14T03:17:36.000Z
So the s20 is basically a camera?,2020-02-14T03:13:35.000Z
Buying this phone while using your old one is like digging your own grave.,2020-02-14T03:08:38.000Z
Is this a phone or a camera,2020-02-14T03:08:17.000Z
"<a href=""https://www.youtube.com/watch?v=x0Kv_QRWR-I&amp;t=0m57s"">0:57</a> That&#39;s a good opportunity to stalk bikini girls. 😅",2020-02-14T03:07:59.000Z
&quot;now you can forget about 12MP photos&quot;<br />SAVAGE!!! 🤣,2020-02-14T03:07:44.000Z
Love its camera,2020-02-14T03:04:41.000Z
🤣,2020-02-14T03:04:17.000Z
Competition: exists <br /><br /><br />Samsung: <b>snaps</b>,2020-02-14T03:00:35.000Z
Iphone: <b>shook</b><br /><br /><br />Samsung: yes.,2020-02-14T02:58:48.000Z
I think my brain cells got smaller by watching this video.,2020-02-14T02:57:20.000Z
..and it’s still android phone 🤷🏽‍♂️,2020-02-14T02:56:35.000Z
Impressive phone good work 👌👍💪 Samsung I love this phone yeah,2020-02-14T02:56:21.000Z
So this is basically a super camera that takes pictures in 8k but has phone features... I don’t really understand why would someone like to buy this. At the end of the day you probably will use it to update your garbage social media like any other phone can.,2020-02-14T02:55:19.000Z
Incluye el coronavirus o lo compro por separado ?,2020-02-14T02:55:17.000Z
who asked for all these cameras?,2020-02-14T02:54:37.000Z
Batter than iphone 11 pro max,2020-02-14T02:47:05.000Z
Introduce the graphene battery please 👨‍💻,2020-02-14T02:44:04.000Z
"Here&#39;s my Moonshot Pro mode on my S9+ 10× Zoom... how much more in 8k plus 100x Zoom, Want it badly but am Broke af!<br /><a href=""https://m.facebook.com/story.php?story_fbid=3507136019358075&amp;id=100001851341108"">https://m.facebook.com/story.php?story_fbid=3507136019358075&amp;id=100001851341108</a>",2020-02-14T02:42:50.000Z
Samung is taking over.....<br /><br />5  C A M E R A S,2020-02-14T02:38:05.000Z
Pressed iphone users in the comments,2020-02-14T02:37:34.000Z
Please make it in white color<br />It will be more best,2020-02-14T02:36:36.000Z
Sadly you can&#39;t even buy this after selling you&#39;re kidney,2020-02-14T02:30:09.000Z
The ad says mobile but the ad was all about a camera,2020-02-14T02:27:42.000Z
Who agrees apple is better,2020-02-14T02:25:25.000Z
Ad: 108MP<br /><br />Me watching this on 144p,2020-02-14T02:20:38.000Z
Watching on my s8,2020-02-14T02:18:42.000Z
Samsung be like hold my telescope.😂,2020-02-14T02:17:29.000Z
S20 ultra lol iPhone 11 pro max clone 😂😂😂😂😂😂😂😂,2020-02-14T02:12:13.000Z
Display almost flat 😑.I don&#39;t like as like as flat display... 🙄,2020-02-14T02:11:22.000Z
2010 : wow my phone has a camera.<br /><br />2020: wow my camera has a phone!,2020-02-14T02:09:24.000Z
Start making a change to your emojis,2020-02-14T02:08:03.000Z
Apple: wey yaaa,2020-02-14T02:07:41.000Z
I PHONE: I&#39;M THE MOST EXPENSIVE AND BEST CAMERA IN THE WORLD.<br /><br />SAMSUNG: YES?,2020-02-14T02:05:36.000Z
just in: mobile phones kill the binocular industry,2020-02-14T02:05:22.000Z
Hello i m using nokia3310 to watch this video,2020-02-14T02:03:54.000Z
UNA MAQUINAAAAAAAAAAAAA,2020-02-14T01:54:09.000Z
<b>S20 intro comes out</b><br />11 PRO: <i>why they</i>,2020-02-14T01:41:29.000Z
Im an apple fan <br /><br /><br /><br /><br /><br /><br />We are so screwed,2020-02-14T01:35:03.000Z
This is the mobile that changes everything..that won&#39;t last for more than 6 months,2020-02-14T01:32:31.000Z
Huawei p30Pro : 50x (up to moon)<br /><br /><br /><br /><br />Samsung S20 Ultra 5G : 100x zoom( what if you zoom moon? Can it zoom Sun?😂😝)<br />Wft samsung you beat huawei<br />Sorry for my english,2020-02-14T01:26:54.000Z
Creators of device be like<br />GIVE THIS EVERYTHING.. EVERYTHING... EVERYTHING,2020-02-14T01:26:18.000Z
bruh apple you got nothing at all coming out with the iphone 9. can&#39;t believe people wasted their money on an iphone 11.,2020-02-14T01:25:45.000Z
